Year,Armed forces personnel (% of total labor force),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Country Code
2012-01-01,0.3416891163318907,2.60388374487107,6.63426349081509,4.71476112220434,1.75287861200801,1.11384445171334,2.33397706778778,20.4625882943372,9.01782374279219,30.8697549544092,77.7845330936548,89.8683318054945,66.796267977803,47.39941448981362,19315804.0,50.43,31.03,40.24,87.482044782425,11.4787111656344,18.8836593622992,15.3569902891822,6.952,7.789,7.392,8.874827420763301,12.249395871484124,10.642229166977796,CAN
2013-01-01,0.33655716162135724,2.62913018071898,6.64251915952078,4.72935099076919,1.77488160133804,1.08578197455344,2.4026079563594,20.3270942411845,8.74452833801918,30.8780822167756,77.8980241574775,90.1696896874274,66.7193203737784,47.433218888530476,19521201.0,51.37,32.56,41.5,87.72417490934234,11.7889994455251,18.7551310728066,15.4344069646583,6.685,7.557,7.143,9.159869264806156,12.112622460198056,10.705055973889166,CAN
2014-01-01,0.3584395014627344,2.61015131301905,6.46069437241173,4.6303916971885,1.71402994399859,1.05641383542995,2.30981888820089,20.1770573267297,8.61661887910475,30.6506157474338,78.1089072332255,90.3269788479047,67.0395548889962,47.26862717415641,19584895.0,54.05,35.34,44.22,87.23141901468338,11.6906552596265,18.5865940625817,15.3086989170645,6.505,7.488,7.023,9.080503946607429,12.125899690170025,10.678307219875943,CAN
2015-01-01,0.3427960968576212,2.7054916598248,6.58800578950584,4.74666051505563,1.64341270438564,1.01536717238969,2.20997489678637,19.9230612336162,8.55903436570743,30.1746021866766,78.4335206084423,90.4255984619029,67.6154332897658,47.10507934434634,19691006.0,51.78,32.92,41.86,86.713791931097,11.93009569411,18.4883800659343,15.3780077724078,6.307,7.513,6.945,9.224615533216966,11.900374276428513,10.631347257352239,CAN
2016-01-01,0.33956585072262635,2.61218036490506,6.39921445144868,4.59580524912844,1.94449361094879,1.12961564251371,2.68534875504398,19.4780903564972,8.65030753621387,29.3221389565552,78.577416032554,90.2200654581874,67.9925226191288,47.23436442629671,19878324.0,51.64,33.01,41.87,87.20663791753839,11.7407952751378,18.573047544076,15.3194806985411,6.278,7.719,7.038,9.128614910232752,12.173833092627415,10.723680860584045,CAN
2017-01-01,0.35741061371522526,2.65090028567566,6.36179299285612,4.59579013113357,1.51860871671984,0.962089488164291,2.02394328611325,19.5336644361838,8.48807758413741,29.5633571928274,78.9477268470963,90.5498329276983,68.4126995210594,47.339442837558316,20144897.0,52.41,34.44,42.97,87.62882189437673,11.9239748113262,18.3926673420633,15.3142264570685,5.929,6.872,6.426,9.27307452565057,12.030874349207219,10.718436325934892,CAN
2018-01-01,0.35580465813167955,2.70573722716865,6.3685556098615,4.62582251879722,1.48674576277562,0.936289243286525,1.98635815800151,19.5713080198757,8.46216959696969,29.6543275359641,78.9419462173487,90.6015521404191,68.3593043396103,47.42561569440586,20348244.0,50.08,31.62,40.38,88.02527646129543,12.1185587907553,18.2488731959774,15.3321296787206,5.529,6.115,5.837,9.412821563586677,11.880327552540976,10.70630715992336,CAN
2019-01-01,0.3466877619749685,2.59273033958208,6.02257054844461,4.39306041793407,1.51047770677163,1.00175141386591,1.97093194022795,19.2511277447317,8.34565514471359,29.1217912736921,79.2383843111625,90.6525826674671,68.9072572828126,47.29842839214835,20767967.0,52.64,35.14,43.45,87.66069772419206,11.9422916888431,18.2111874458236,15.2328571351791,5.265,6.072,5.69,9.349572123214378,12.188626649013655,10.839801835912464,CAN
2020-01-01,0.35151730736961406,2.43550386134167,5.83569815720568,4.23467270936204,1.55635277929941,1.02711838126272,2.02730234991206,19.2647202963475,8.71437867816424,28.6531569898959,79.1789215001603,90.2585029405731,69.3195406601921,47.01481982321316,20482633.0,51.83,35.41,43.15,86.70105045383684,12.4507086969379,18.2698520399162,15.5298327075894,9.521,9.777,9.657,10.015204835596206,12.434153882710554,11.295159998227357,CAN
2021-01-01,,2.27265834855595,5.46207633479547,3.95623919861461,1.33770979897549,0.896748754774119,1.73212632374708,19.2657927519526,8.75854031444451,28.6637553900969,79.3964871109641,90.3447109307814,69.6041084937694,47.118857890452574,20967796.0,49.17,32.93,40.62,87.07430229384812,11.0136595764015,16.9393324372646,14.1416128628405,7.339,7.694,7.527,8.740990279601725,11.477256102469093,10.185373664225848,CAN
2022-01-01,,2.09290178434097,5.19026124047493,3.71932672643574,1.28675798296313,0.807942745850695,1.71980026036012,19.1613479099063,8.54580314034791,28.7620946307943,79.5518941071305,90.6462435787615,69.5181241646986,47.41897408727343,21367763.0,50.49,33.52,41.6,88.14120641531808,10.675862914675,16.1943578673606,13.5736183581057,5.138,5.408,5.28,8.582961130334054,11.004096626885676,9.854296634772886,CAN
2023-01-01,,,,,,,,,,,,,,47.4301883998592,22110473.0,48.8,32.28,40.14,88.20092615300278,,,,5.186,5.529,5.366,,,,CAN
1991-01-01,1.0349382428969798,2.07141570416367,5.45117522369014,3.96461308215342,2.1651770111817,1.16618854237215,2.94959525616641,30.4256980712188,16.4512582790298,41.3986030432812,67.4091249175995,82.3825446207979,55.6518017005524,43.44074880566923,29083861.0,58.89,23.82,39.15,70.8354204177779,8.69288577175746,18.1466754157053,13.9884962027908,7.403,9.431,8.55,6.6214700675937905,12.695500192015206,10.02387935655222,GBR
1992-01-01,1.01101195602726,1.8215505167505,4.99770020705084,3.5718605541339,2.11112122367871,1.13211477009119,2.90864075348726,29.9307155533285,16.1660121123956,41.1437433920031,67.9581593940863,82.7018731175132,55.9476228025251,43.75476521334905,28980864.0,60.39,26.5,41.56,71.73696083122564,7.9902651853377,17.5977029862568,13.2847243438087,7.428,11.596,9.772,6.1687061394512,12.600002779206015,9.71286378967479,GBR
1993-01-01,0.9418247698524325,1.83271914757376,4.788889869991,3.44533444496067,2.04745134796647,1.0812036884107,2.8524838471526,29.3923959336953,15.8281596325458,40.6934852411557,68.560148836958,83.0906195989561,56.4540309116917,44.17216556792902,28773930.0,59.61,25.24,40.69,72.9654674460906,7.96771624096965,17.4624278406707,13.1471590430534,7.758,12.393,10.346,6.134997093395886,12.673537970679641,9.70182459809277,GBR
1994-01-01,0.893465378477323,1.78612217856334,4.66043558647081,3.3551972715371,2.0787984948048,1.15611743027844,2.84633701764154,27.7806770604151,14.3298418675184,38.9698458553509,70.1405282979319,84.5140407022031,58.1838312438521,44.307299247107665,28764405.0,59.83,25.13,40.7,73.38580259834498,8.00923488804875,18.0234740504906,13.4759508046556,7.397,11.438,9.648,6.223112709485409,13.363038464019738,10.12075353311847,GBR
1995-01-01,0.809746343308887,1.70222566987784,4.75919353742747,3.37598163467942,2.05364531773716,1.2313582935454,2.73319313602207,27.4250575307647,14.1084773035052,38.4300458535158,70.5213085871313,84.6601559785093,58.836774934581,44.38917549159857,28774443.0,59.7,24.45,40.2,73.6586117963669,7.88340641254959,18.1721282622814,13.516707763788,6.929,10.103,8.694,6.181180742671745,13.412941686912326,10.14072612910859,GBR
1996-01-01,0.7641477372115987,1.66021807541769,4.37757234548983,3.13923805605388,1.94852666330066,1.16551395691728,2.60412093636893,27.4248877891157,13.9776258267901,38.6838974212842,70.6265855475836,84.8568684930913,58.7119747124202,44.66631621906338,28921109.0,59.88,24.78,40.54,74.53448469846985,7.79902808872098,17.501315126845,13.079844874049,6.331,9.689,8.189,6.138810013303295,13.12374278135521,9.940606817995112,GBR
1997-01-01,0.7493778101667881,1.76724024542691,4.47059008893342,3.24135709580969,1.85422907917066,1.05838454198567,2.51785921421902,26.8627095756582,13.2866295655732,38.183498485393,71.283053938624,85.6549696038384,59.2986355090375,44.862406671525015,29090800.0,60.68,26.51,41.83,75.19644013856423,7.9278427869541,17.2200610257208,12.9948175645094,5.808,8.101,7.072,6.16060254152719,12.749470936787416,9.753460468699673,GBR
1998-01-01,0.7478516075790712,1.6977809303834,4.3286816061918,3.1358964218018,1.71811620466999,0.921975600642908,2.37844209739123,26.666090288747,13.1098587883252,37.9097455980587,71.6157825256319,85.968157537549,59.7118056083348,44.93370672855127,29150168.0,60.78,26.8,41.98,75.50308066248375,7.83567102395265,16.4065052932246,12.5207013827032,5.354,6.887,6.198,6.137898167052806,12.07781699081706,9.3848049609014,GBR
1999-01-01,0.7455804521664995,1.49205497386999,4.63059498557214,3.19633613659053,1.5539871579727,0.759642870438298,2.22248057808324,25.8109069730047,12.5849500409699,36.9414272303783,72.6351058690226,86.655399117021,60.8360921915385,45.268590911771014,29238964.0,59.17,26.12,41.2,76.64225255778165,7.633090567096,16.8345148641571,12.6296114084815,5.149,6.781,6.042,6.141035593226018,12.20391987858493,9.43327891477135,GBR
2000-01-01,0.7200508406720633,1.66273183688907,4.49379042851747,3.1989257060377,1.53454926993428,0.775538542046261,2.17432934219383,25.1680765638419,11.9821650706754,36.2825390094912,73.2973741662238,87.2422885369828,61.5431382653643,45.40147917079284,29511805.0,60.47,26.75,42.16,77.18171461122188,7.83329175293487,16.0343017252765,12.283337851448,4.861,6.138,5.558,6.170559916045795,11.540517913808426,9.084408554855594,GBR
2001-01-01,0.7160785236669371,1.61650618281794,4.46631454165008,3.16058923776116,1.39233330341523,0.682979295092164,1.99218541312996,24.6406484898304,11.4027638313028,35.835021042049,73.9670182067544,87.9142491123885,62.1728001079503,45.53889854386753,29521902.0,59.04,25.95,41.1,77.745677202363,7.42530333550699,16.2625091604878,12.2134778543684,4.114,5.183,4.696,5.808797152689058,11.796194618837754,9.052888616607275,GBR
2002-01-01,0.7051120050647418,1.60879597293912,4.28954102164612,3.05321792261555,1.38581329078456,0.693430307743473,1.978444226352,23.9123278773593,10.8365535455886,35.1042672596219,74.7018623618981,88.4700161466679,62.9172950655347,45.7917062272818,29839231.0,58.9,26.22,41.26,78.68661272208945,7.45869663974024,16.4973593163527,12.3288512156546,4.363,5.607,5.037,5.849900666801127,12.207811743198425,9.275633293039078,GBR
2003-01-01,0.706427456462753,1.64082261948442,4.18104443484599,3.01334592918478,1.24891678772558,0.584839772172261,1.81388882303049,23.3421084028371,10.2642383224919,34.4682805900175,75.4089748094374,89.1509219053358,63.7178241267279,45.610428916102705,30095093.0,59.46,28.01,42.44,78.27465495968552,7.86828526579498,17.0534489265626,12.8311917383985,4.065,5.429,4.807,6.227470239758565,12.872410951941188,9.817849299787435,GBR
2004-01-01,0.6756402902959366,1.68231506875815,4.22262688603384,3.05243596073533,1.27650085784621,0.597359023795239,1.85654750416023,22.3021363572404,9.5586816203118,33.1860435897038,76.421369692722,89.8439668538097,64.957415309945,45.86962469236532,30341589.0,59.61,27.66,42.36,79.26412235769423,7.86667924317229,17.5849366016496,13.1082355058216,4.19,4.936,4.594,6.184371672330839,13.362309715615813,10.055802998990249,GBR
2005-01-01,0.7042434530023618,1.54650247222349,4.12976916882743,2.93781128482083,1.37603253648279,0.73024036263023,1.92929361642886,22.2144068656745,9.41146082123769,33.1829009961921,76.4095640060319,89.8582988161321,64.887805387379,45.91954203535055,30813208.0,58.17,27.02,41.38,79.59368399879313,7.81105180663622,17.462973831962,13.0094326745474,4.293,5.14,4.751,6.264549334412726,13.333204663134559,10.071621389726591,GBR
2006-01-01,0.5779427664236326,1.5266661007907,4.12913582504879,2.92742809250941,1.35146946330568,0.670204829568966,1.93592996090206,22.0628820435292,9.4534778271648,32.8804334191026,76.5856518690959,89.8763246543258,65.1836554363796,45.981800231049384,31317980.0,58.1,27.48,41.62,79.9610950596447,8.12512351120336,17.6321728517995,13.2422295698977,4.946,5.694,5.35,6.59845741041266,13.503037026750745,10.314801477388247,GBR
2007-01-01,0.5074958082432164,1.54180178789595,4.03066477541676,2.88506410804868,1.36521688015405,0.749094621022267,1.89067655733321,22.1886501127621,9.46387876440343,33.0409670287036,76.4461330070838,89.7870266145743,65.0683564139632,45.88215046527533,31527354.0,58.14,27.46,41.58,79.79593883897223,8.24861772256596,17.803572341147,13.4055148978075,4.961,5.518,5.262,6.70681593467001,13.772907565730305,10.520450789758744,GBR
2008-01-01,0.5011311155692292,1.36991231855707,4.05896266964704,2.81798262151475,1.08043318982593,0.727819735492195,1.38261740307804,22.0043010695534,9.43793027293006,32.7734852423669,76.9152757067971,89.8342499915777,65.8439096925784,45.894073034598215,31927772.0,58.61,28.75,42.54,79.99142428357035,8.17970214727934,17.8073384460865,13.3642559396246,5.086,6.064,5.615,6.80978982872227,13.74838194545081,10.546273318109847,GBR
2009-01-01,0.5562419276820042,1.43270086099971,3.97362489538912,2.78683508708879,1.10915027730949,0.554262611499877,1.59546460899454,19.6113535593574,7.7074766024463,30.044142879347,79.2794961633331,91.7382607860538,68.3603925116584,46.14835112775581,32084960.0,58.85,28.73,42.8,80.96673251907077,8.55293747001968,18.0672478972771,13.6233972474818,6.42,8.494,7.537,7.12023660901997,14.093623001887927,10.836558787721563,GBR
2010-01-01,0.539828113045752,1.46144026540695,3.69261349278179,2.65175689934386,1.21592447666869,0.606728931520681,1.74863371436334,19.2102555434201,7.44434026901302,29.4987971489788,79.5738199799112,91.9489307994663,68.7525691366578,46.19546039982955,32236187.0,59.69,29.66,43.69,81.26159554730982,9.03736612455375,18.3860769212965,14.024843488793,6.875,8.57,7.787,7.575933071292053,14.693457121949962,11.373086589449091,GBR
2011-01-01,0.5100364960132481,1.34447179496895,3.55578298045332,2.52449142967298,1.22028096535992,0.658909919579549,1.71090069359093,19.1777633347434,7.53396252939601,29.3540593831142,79.6019590466348,91.8071419032335,68.935046194971,46.28535478157137,32478068.0,59.58,29.01,43.28,81.697265710174,9.27212202706568,18.5242408418796,14.2093063416672,7.34,8.639,8.038,7.927643055992696,14.9684515897506,11.684818258732342,GBR
2012-01-01,0.5160418543350063,1.42271062146204,3.50329364226794,2.53464385203975,1.18886079230386,0.688237017645745,1.62498064482923,19.0668947234349,7.6699757320059,28.9952119189374,79.7442345658747,91.6417943516517,69.3798074362334,46.30555370558779,32778349.0,58.69,28.42,42.55,81.90675320526782,9.70500333690245,19.0188624993203,14.6826415296824,7.386,8.316,7.885,8.282292715440404,15.515562670821147,12.147994371513649,GBR
2013-01-01,0.48137650632811235,1.43363382823228,3.39487171453071,2.47896231059426,1.05884260885312,0.602265574603125,1.45889495891427,18.8682391968841,7.70463409939261,28.6497786156642,80.0729181942627,91.6930933415954,69.8913325451528,46.455863581739436,33061439.0,57.45,27.43,41.51,82.54773920504952,9.82856557763195,18.879724523989,14.6527660421973,7.038,7.948,7.525,8.394931749399676,15.484858929189045,12.17380373160305,GBR
2014-01-01,0.46412725355232853,1.43585132364709,3.52392842569272,2.54821837858055,1.25624311534754,0.713867580932967,1.73198644480847,18.9652710754023,7.95949257756544,28.6189682466659,79.7784953701609,91.3266466618056,69.649051290939,46.58442843763786,33331376.0,57.5,27.91,41.77,83.1073989854819,10.5016654159366,19.4612861003479,15.2746629572035,5.82,6.363,6.11,9.06581409228949,15.937357674655225,12.72644457862298,GBR
2015-01-01,0.45323239633175383,1.34336077899517,3.41957702118851,2.44931045763451,1.13619321080336,0.646936856428727,1.56543105817056,18.6625913246499,7.693111983784,28.2862868552529,80.2012123283173,91.6599511597873,70.1482820865765,46.646026718191074,33614102.0,58.08,28.83,42.5,83.44347673858813,10.4285551207627,19.045456863064,15.0185682027803,5.125,5.455,5.301,9.085194341767512,15.625879841875456,12.569254608916477,GBR
2016-01-01,0.4426968224179667,1.39649064753064,3.34251351455648,2.43224591910341,1.12106646107832,0.627904326986376,1.55448201600406,18.4747314621342,7.62506456631638,28.0099615078651,80.4042020767875,91.7470311066972,70.4355506644182,46.713121203819505,33939706.0,56.68,27.29,41.07,83.79240993354318,10.8796102961973,19.4747409022289,15.4542901225785,4.68,4.924,4.81,9.48311303580619,16.13222738767242,13.022044203475085,GBR
2017-01-01,0.4336518144533981,1.31977270801973,3.05432866809883,2.23916712988303,1.16307610800233,0.650642842713689,1.61741726063966,18.2597344729615,7.69062094761467,27.6306841692981,80.5771894190362,91.6587362096716,70.7518985700622,46.94070804734412,34128763.0,57.11,27.66,41.5,84.67365028203062,10.9252699418086,19.1626012117153,15.2914196200659,4.215,4.432,4.33,9.60549723378883,16.108266765950074,13.052252490182926,GBR
2018-01-01,0.43134716825015196,1.24383044639278,2.78200239580412,2.05892950902371,1.07006696063793,0.618855527911302,1.47033278180926,18.1250070589985,7.46828989428086,27.5784893268778,80.8049168963976,91.9128545778078,70.951177891313,46.97954702532591,34415434.0,57.05,28.26,41.79,84.91330748408808,10.9534118185407,18.8314500831857,15.128114210897,3.94,4.045,3.996,9.70958137214789,16.04945340147274,13.069184701873294,GBR
2019-01-01,0.4294451456313338,1.27159137701444,3.05916882082737,2.21368694659025,1.04432525172921,0.585966692346229,1.45567824429065,18.1237417210674,7.73687274119797,27.4454226563428,80.8319300304539,91.6771605664558,71.0988990993665,47.19668728896842,34695933.0,54.46,26.43,39.73,85.75661996625834,11.1660035789188,19.5367085076407,15.57755995537,3.535,3.918,3.737,9.894405865964847,16.47753968681336,13.363873008779784,GBR
2020-01-01,0.44177118019950384,1.29667733948644,3.00284695992793,2.18789326902127,1.0340351380375,0.577448845130795,1.45155372164031,18.1753730778061,7.94320689581177,27.5320269986561,80.7906038783468,91.4793442590574,71.0164192797036,47.6075347568529,34633314.0,59.62,35.45,46.98,87.25694547836703,11.1613404480964,19.8254836254655,15.6870312859141,4.155,4.759,4.472,9.864663108609939,16.82263666553757,13.499138016892758,GBR
2021-01-01,,1.31102564216686,2.96970374038865,2.17387491013879,1.03258066764766,0.580113570974865,1.44990319083205,18.1985993471877,7.96302171785796,27.639140601066,80.7688199851646,91.4568647111672,70.9109620724809,47.8630556065915,34311328.0,55.8,32.11,43.46,88.20141492320715,11.3117059743979,19.7013682474979,15.6760301302193,4.594,5.039,4.826,10.000680332231024,16.731664507109258,13.502155220080448,GBR
2022-01-01,,1.28509237449343,2.97206348296082,2.16691201974903,1.00494891890614,0.558685568970616,1.41241272526559,18.0561063330652,7.90330428547732,27.3261974738713,80.9389417503734,91.5380101455521,71.2613898008631,47.65136958238463,34797067.0,53.41,28.83,40.56,87.53274911916162,11.3042379948268,19.6590901922553,15.6715165830136,3.576,3.871,3.73,10.019139339580045,16.687032443979337,13.50460456326454,GBR
2023-01-01,,,,,,,,,,,,,,47.610646457852546,35275169.0,53.3,29.52,40.93,87.49418037095444,,,,3.828,4.262,4.055,,,,GBR
